protocol id,series_ref,quarter,expenditures,groups,index,quarterly,annually,year,ID
Income quintile 3,HPIQ.SIQ3092,1,Major recreational and cultural equipment,subgroup,1160,0.9,5.8,2022,31965
Income quintile 3,HPIQ.SIQ3092,2,Major recreational and cultural equipment,subgroup,1188,2.4,7.6,2022,31966
Income quintile 3,HPIQ.SIQ3092,3,Major recreational and cultural equipment,subgroup,1218,2.5,7.6,2022,31967
Income quintile 3,HPIQ.SIQ3093,1,Other recreational equipment and supplies,subgroup,1164,-1.2,11.2,2022,32019
Income quintile 3,HPIQ.SIQ3093,2,Other recreational equipment and supplies,subgroup,1187,2,8.5,2022,32020
Income quintile 3,HPIQ.SIQ3093,3,Other recreational equipment and supplies,subgroup,1208,1.8,5,2022,32021
Income quintile 3,HPIQ.SIQ3094,1,Recreational and cultural services,subgroup,1087,0.1,0.9,2022,32073
Income quintile 3,HPIQ.SIQ3094,2,Recreational and cultural services,subgroup,1098,1,2.5,2022,32074
Income quintile 3,HPIQ.SIQ3094,3,Recreational and cultural services,subgroup,1081,-1.5,0.2,2022,32075
Income quintile 3,HPIQ.SIQ3095,1,"Newspapers, books and stationery",subgroup,1248,-3.3,3.6,2022,32127
Income quintile 3,HPIQ.SIQ3095,2,"Newspapers, books and stationery",subgroup,1311,5,4.4,2022,32128
Income quintile 3,HPIQ.SIQ3095,3,"Newspapers, books and stationery",subgroup,1304,-0.5,4.7,2022,32129
Income quintile 3,HPIQ.SIQ3096,1,Accommodation services,subgroup,1475,2.6,7.6,2022,32181
Income quintile 3,HPIQ.SIQ3096,2,Accommodation services,subgroup,1467,-0.5,6.8,2022,32182
Income quintile 3,HPIQ.SIQ3096,3,Accommodation services,subgroup,1552,5.8,10.2,2022,32183
Income quintile 3,HPIQ.SIQ310,1,Education,group,1102,1.2,2,2022,32235
Income quintile 3,HPIQ.SIQ310,2,Education,group,1102,0,2,2022,32236
Income quintile 3,HPIQ.SIQ310,3,Education,group,1122,1.8,3,2022,32237
Income quintile 3,HPIQ.SIQ3101,1,Early childhood education,subgroup,1151,0,1.9,2022,32289
Income quintile 3,HPIQ.SIQ3101,2,Early childhood education,subgroup,1151,0,1.9,2022,32290
Income quintile 3,HPIQ.SIQ3101,3,Early childhood education,subgroup,1198,4.1,4.1,2022,32291
Income quintile 3,HPIQ.SIQ3102,1,Primary and secondary education,subgroup,1222,3.3,3.3,2022,32343
Income quintile 3,HPIQ.SIQ3102,2,Primary and secondary education,subgroup,1222,0,3.3,2022,32344
Income quintile 3,HPIQ.SIQ3102,3,Primary and secondary education,subgroup,1222,0,3.3,2022,32345
Income quintile 3,HPIQ.SIQ3103,1,Tertiary and other post school education,subgroup,965,1.3,1.3,2022,32397
Income quintile 3,HPIQ.SIQ3103,2,Tertiary and other post school education,subgroup,965,0,1.3,2022,32398
Income quintile 3,HPIQ.SIQ3103,3,Tertiary and other post school education,subgroup,965,0,1.3,2022,32399
Income quintile 3,HPIQ.SIQ3104,1,Other educational fees,subgroup,1091,0.9,0.9,2022,32451
Income quintile 3,HPIQ.SIQ3104,2,Other educational fees,subgroup,1091,0,0.9,2022,32452
Income quintile 3,HPIQ.SIQ3104,3,Other educational fees,subgroup,1091,0,0.9,2022,32453
Income quintile 3,HPIQ.SIQ311,1,Miscellaneous goods and services,group,1234,1.1,4.8,2022,32505
Income quintile 3,HPIQ.SIQ311,2,Miscellaneous goods and services,group,1246,1,4.6,2022,32506
Income quintile 3,HPIQ.SIQ311,3,Miscellaneous goods and services,group,1257,0.9,4.2,2022,32507
Income quintile 3,HPIQ.SIQ3111,1,Personal care,subgroup,1065,1.8,6.6,2022,32559
Income quintile 3,HPIQ.SIQ3111,2,Personal care,subgroup,1083,1.7,7.8,2022,32560
Income quintile 3,HPIQ.SIQ3111,3,Personal care,subgroup,1097,1.3,7,2022,32561
Income quintile 3,HPIQ.SIQ3113,1,Personal effects,subgroup,1143,-0.3,3.3,2022,32613
Income quintile 3,HPIQ.SIQ3113,2,Personal effects,subgroup,1199,4.9,9.1,2022,32614
Income quintile 3,HPIQ.SIQ3113,3,Personal effects,subgroup,1206,0.6,8.6,2022,32615
Income quintile 3,HPIQ.SIQ3114,1,Insurance,subgroup,1320,0.8,3.8,2022,32667
Income quintile 3,HPIQ.SIQ3114,2,Insurance,subgroup,1325,0.4,3.2,2022,32668
Income quintile 3,HPIQ.SIQ3114,3,Insurance,subgroup,1331,0.5,2.5,2022,32669
Income quintile 3,HPIQ.SIQ3115,1,Credit services,subgroup,757,-0.1,-6.7,2022,32721
Income quintile 3,HPIQ.SIQ3115,2,Credit services,subgroup,716,-5.4,-11.6,2022,32722
Income quintile 3,HPIQ.SIQ3115,3,Credit services,subgroup,759,6,-6.1,2022,32723
Income quintile 3,HPIQ.SIQ3116,1,Other miscellaneous services,subgroup,1253,2,7.5,2022,32775
Income quintile 3,HPIQ.SIQ3116,2,Other miscellaneous services,subgroup,1278,2,6.9,2022,32776
Income quintile 3,HPIQ.SIQ3116,3,Other miscellaneous services,subgroup,1282,0.3,6,2022,32777
Income quintile 3,HPIQ.SIQ313,1,Interest payments,group,1132,12.4,19.7,2022,32829
Income quintile 3,HPIQ.SIQ313,2,Interest payments,group,1251,10.5,30.9,2022,32830
Income quintile 3,HPIQ.SIQ313,3,Interest payments,group,1327,6.1,39.4,2022,32831
Income quintile 3,HPIQ.SIQ3131,1,Interest payments,subgroup,1132,12.4,19.7,2022,32883
Income quintile 3,HPIQ.SIQ3131,2,Interest payments,subgroup,1251,10.5,30.9,2022,32884
Income quintile 3,HPIQ.SIQ3131,3,Interest payments,subgroup,1327,6.1,39.4,2022,32885
Income quintile 3,HPIQ.SIQ3A,1,All groups,All groups,1157,2.3,6.8,2022,32937
Income quintile 3,HPIQ.SIQ3A,2,All groups,All groups,1180,2,7.8,2022,32938
Income quintile 3,HPIQ.SIQ3A,3,All groups,All groups,1204,2,8,2022,32939
Income quintile 4,HPIQ.SIQ401,1,Food,group,1156,2.9,6.7,2022,32991
Income quintile 4,HPIQ.SIQ401,2,Food,group,1173,1.5,6.5,2022,32992
Income quintile 4,HPIQ.SIQ401,3,Food,group,1223,4.3,8,2022,32993
Income quintile 4,HPIQ.SIQ4011,1,Fruit and vegetables,subgroup,1244,8.4,16.9,2022,33045
Income quintile 4,HPIQ.SIQ4011,2,Fruit and vegetables,subgroup,1245,0.1,7.3,2022,33046
Income quintile 4,HPIQ.SIQ4011,3,Fruit and vegetables,subgroup,1470,18.1,13.4,2022,33047
Income quintile 4,HPIQ.SIQ4012,1,"Meat, poultry and fish",subgroup,1139,3.5,7.3,2022,33099
Income quintile 4,HPIQ.SIQ4012,2,"Meat, poultry and fish",subgroup,1141,0.2,7.3,2022,33100
Income quintile 4,HPIQ.SIQ4012,3,"Meat, poultry and fish",subgroup,1172,2.7,7.3,2022,33101
Income quintile 4,HPIQ.SIQ4013,1,Grocery food,subgroup,1088,2.4,5.6,2022,33153
Income quintile 4,HPIQ.SIQ4013,2,Grocery food,subgroup,1110,2,7.2,2022,33154
Income quintile 4,HPIQ.SIQ4013,3,Grocery food,subgroup,1135,2.3,8.1,2022,33155
Income quintile 4,HPIQ.SIQ4014,1,Non-alcoholic beverages,subgroup,1086,2.3,2.4,2022,33207
Income quintile 4,HPIQ.SIQ4014,2,Non-alcoholic beverages,subgroup,1096,0.9,3.7,2022,33208
Income quintile 4,HPIQ.SIQ4014,3,Non-alcoholic beverages,subgroup,1117,1.9,4.9,2022,33209
Income quintile 4,HPIQ.SIQ4015,1,Restaurant meals and ready-to-eat food,subgroup,1256,1.1,5.2,2022,33261
Income quintile 4,HPIQ.SIQ4015,2,Restaurant meals and ready-to-eat food,subgroup,1288,2.5,5.8,2022,33262
Income quintile 4,HPIQ.SIQ4015,3,Restaurant meals and ready-to-eat food,subgroup,1311,1.8,6.6,2022,33263
Income quintile 4,HPIQ.SIQ402,1,Alcoholic beverages and tobacco,group,1377,2.5,2.8,2022,33315
Income quintile 4,HPIQ.SIQ402,2,Alcoholic beverages and tobacco,group,1391,1,3.7,2022,33316
Income quintile 4,HPIQ.SIQ402,3,Alcoholic beverages and tobacco,group,1411,1.4,4.8,2022,33317
Income quintile 4,HPIQ.SIQ4021,1,Alcoholic beverages,subgroup,1090,1.4,2.2,2022,33369
Income quintile 4,HPIQ.SIQ4021,2,Alcoholic beverages,subgroup,1108,1.7,3.4,2022,33370
Income quintile 4,HPIQ.SIQ4021,3,Alcoholic beverages,subgroup,1135,2.4,5.2,2022,33371
Income quintile 4,HPIQ.SIQ4022,1,Cigarettes and tobacco,subgroup,1943,4.2,3.9,2022,33423
Income quintile 4,HPIQ.SIQ4022,2,Cigarettes and tobacco,subgroup,1945,0.1,4.2,2022,33424
Income quintile 4,HPIQ.SIQ4022,3,Cigarettes and tobacco,subgroup,1945,0,4.2,2022,33425
Income quintile 4,HPIQ.SIQ403,1,Clothing and footwear,group,1026,-0.7,2.2,2022,33477
Income quintile 4,HPIQ.SIQ403,2,Clothing and footwear,group,1035,0.9,0.4,2022,33478
Income quintile 4,HPIQ.SIQ403,3,Clothing and footwear,group,1048,1.3,1.7,2022,33479
Income quintile 4,HPIQ.SIQ4031,1,Clothing,subgroup,1025,-0.6,2.1,2022,33531
Income quintile 4,HPIQ.SIQ4031,2,Clothing,subgroup,1030,0.5,0,2022,33532
Income quintile 4,HPIQ.SIQ4031,3,Clothing,subgroup,1041,1.1,1.3,2022,33533
Income quintile 4,HPIQ.SIQ4032,1,Footwear,subgroup,1039,-0.9,3.1,2022,33585
Income quintile 4,HPIQ.SIQ4032,2,Footwear,subgroup,1063,2.3,1.9,2022,33586
Income quintile 4,HPIQ.SIQ4032,3,Footwear,subgroup,1085,2.1,3.4,2022,33587
Income quintile 4,HPIQ.SIQ404,1,Housing and household utilities,group,1248,1.1,4.3,2022,33639
Income quintile 4,HPIQ.SIQ404,2,Housing and household utilities,group,1264,1.3,4.9,2022,33640
Income quintile 4,HPIQ.SIQ404,3,Housing and household utilities,group,1287,1.8,4.9,2022,33641
Income quintile 4,HPIQ.SIQ4041,1,Actual rentals for housing,subgroup,1243,1.1,4.5,2022,33693
Income quintile 4,HPIQ.SIQ4041,2,Actual rentals for housing,subgroup,1261,1.4,4.8,2022,33694
Income quintile 4,HPIQ.SIQ4041,3,Actual rentals for housing,subgroup,1275,1.1,5.1,2022,33695
Income quintile 4,HPIQ.SIQ404101,1,Actual rentals for housing,class,1243,1.1,4.5,2022,33747
Income quintile 4,HPIQ.SIQ404101,2,Actual rentals for housing,class,1261,1.4,4.8,2022,33748
Income quintile 4,HPIQ.SIQ404101,3,Actual rentals for housing,class,1275,1.1,5.1,2022,33749
Income quintile 4,HPIQ.SIQ4043,1,Property maintenance,subgroup,1292,1.7,6.8,2022,33801
Income quintile 4,HPIQ.SIQ4043,2,Property maintenance,subgroup,1320,2.2,7.8,2022,33802
Income quintile 4,HPIQ.SIQ4043,3,Property maintenance,subgroup,1346,2,8.5,2022,33803
Income quintile 4,HPIQ.SIQ4044,1,Property rates and related services,subgroup,1413,0,6.9,2022,33855
Income quintile 4,HPIQ.SIQ4044,2,Property rates and related services,subgroup,1414,0.1,7,2022,33856
Income quintile 4,HPIQ.SIQ4044,3,Property rates and related services,subgroup,1514,7.1,7.1,2022,33857
Income quintile 4,HPIQ.SIQ404403,1,Local authority rates and payments,class,1437,0,6.9,2022,33909
Income quintile 4,HPIQ.SIQ404403,2,Local authority rates and payments,class,1437,0,6.9,2022,33910
Income quintile 4,HPIQ.SIQ404403,3,Local authority rates and payments,class,1542,7.3,7.3,2022,33911
Income quintile 4,HPIQ.SIQ4045,1,Household energy,subgroup,1101,1.3,0.5,2022,33963
Income quintile 4,HPIQ.SIQ4045,2,Household energy,subgroup,1121,1.8,2,2022,33964
Income quintile 4,HPIQ.SIQ4045,3,Household energy,subgroup,1104,-1.5,0.6,2022,33965
Income quintile 4,HPIQ.SIQ404501,1,Electricity,class,1091,1.4,0.3,2022,34017
Income quintile 4,HPIQ.SIQ404501,2,Electricity,class,1110,1.7,1.8,2022,34018
Income quintile 4,HPIQ.SIQ404501,3,Electricity,class,1091,-1.7,0.3,2022,34019
Income quintile 4,HPIQ.SIQ405,1,Household contents and services,group,1072,0.4,5,2022,34071
Income quintile 4,HPIQ.SIQ405,2,Household contents and services,group,1099,2.5,6.6,2022,34072
Income quintile 4,HPIQ.SIQ405,3,Household contents and services,group,1119,1.8,7.2,2022,34073
Income quintile 4,HPIQ.SIQ4051,1,"Furniture, furnishings and floor coverings",subgroup,1119,-3.4,6.6,2022,34125
Income quintile 4,HPIQ.SIQ4051,2,"Furniture, furnishings and floor coverings",subgroup,1149,2.7,9.5,2022,34126
Income quintile 4,HPIQ.SIQ4051,3,"Furniture, furnishings and floor coverings",subgroup,1184,3,11.4,2022,34127
Income quintile 4,HPIQ.SIQ4052,1,Household textiles,subgroup,1045,-1.2,3.9,2022,34179
Income quintile 4,HPIQ.SIQ4052,2,Household textiles,subgroup,1104,5.6,5.2,2022,34180
Income quintile 4,HPIQ.SIQ4052,3,Household textiles,subgroup,1066,-3.4,-2,2022,34181
Income quintile 4,HPIQ.SIQ4053,1,Household appliances,subgroup,1052,2.2,2.7,2022,34233
Income quintile 4,HPIQ.SIQ4053,2,Household appliances,subgroup,1057,0.5,3.9,2022,34234
Income quintile 4,HPIQ.SIQ4053,3,Household appliances,subgroup,1056,-0.1,1.7,2022,34235
Income quintile 4,HPIQ.SIQ4054,1,"Glassware, tableware and household utensils",subgroup,941,0.2,-1.9,2022,34287
Income quintile 4,HPIQ.SIQ4054,2,"Glassware, tableware and household utensils",subgroup,987,4.9,1.4,2022,34288
Income quintile 4,HPIQ.SIQ4054,3,"Glassware, tableware and household utensils",subgroup,1033,4.7,9.7,2022,34289
Income quintile 4,HPIQ.SIQ4055,1,Tools and equipment for house and garden,subgroup,1048,1.2,5.9,2022,34341
Income quintile 4,HPIQ.SIQ4055,2,Tools and equipment for house and garden,subgroup,1084,3.4,8.9,2022,34342
Income quintile 4,HPIQ.SIQ4055,3,Tools and equipment for house and garden,subgroup,1104,1.8,10.3,2022,34343
Income quintile 4,HPIQ.SIQ4056,1,Other household supplies and services,subgroup,1112,2.9,8,2022,34395
Income quintile 4,HPIQ.SIQ4056,2,Other household supplies and services,subgroup,1131,1.7,7.5,2022,34396
Income quintile 4,HPIQ.SIQ4056,3,Other household supplies and services,subgroup,1179,4.2,11.4,2022,34397
Income quintile 4,HPIQ.SIQ406,1,Health,group,1138,0.9,2.8,2022,34449
Income quintile 4,HPIQ.SIQ406,2,Health,group,1151,1.1,3.1,2022,34450
Income quintile 4,HPIQ.SIQ406,3,Health,group,1167,1.4,4.2,2022,34451
Income quintile 4,HPIQ.SIQ4061,1,"Medical products, appliances and equipment",subgroup,1018,1.7,-0.1,2022,34503
Income quintile 4,HPIQ.SIQ4061,2,"Medical products, appliances and equipment",subgroup,1018,0,0.7,2022,34504
Income quintile 4,HPIQ.SIQ4061,3,"Medical products, appliances and equipment",subgroup,1032,1.4,2.8,2022,34505
Income quintile 4,HPIQ.SIQ4062,1,Out-patient services,subgroup,1192,0.6,4.4,2022,34557
Income quintile 4,HPIQ.SIQ4062,2,Out-patient services,subgroup,1212,1.7,4.4,2022,34558
Income quintile 4,HPIQ.SIQ4062,3,Out-patient services,subgroup,1228,1.3,4.9,2022,34559
Income quintile 4,HPIQ.SIQ4063,1,Hospital services,subgroup,1259,0,4,2022,34611
Income quintile 4,HPIQ.SIQ4063,2,Hospital services,subgroup,1323,5.1,9.1,2022,34612
Income quintile 4,HPIQ.SIQ4063,3,Hospital services,subgroup,1346,1.7,8.6,2022,34613
Income quintile 4,HPIQ.SIQ407,1,Transport,group,1123,4.3,16.7,2022,34665
Income quintile 4,HPIQ.SIQ407,2,Transport,group,1154,2.8,16.6,2022,34666
Income quintile 4,HPIQ.SIQ407,3,Transport,group,1163,0.8,12.5,2022,34667
Income quintile 4,HPIQ.SIQ4071,1,Purchase of vehicles,subgroup,1088,2.6,6.9,2022,34719
Income quintile 4,HPIQ.SIQ4071,2,Purchase of vehicles,subgroup,1087,-0.1,4.4,2022,34720
Income quintile 4,HPIQ.SIQ4071,3,Purchase of vehicles,subgroup,1083,-0.4,4.3,2022,34721
Income quintile 4,HPIQ.SIQ4072,1,Private transport supplies and services,subgroup,1157,6.5,23,2022,34773
Income quintile 4,HPIQ.SIQ4072,2,Private transport supplies and services,subgroup,1220,5.4,24.4,2022,34774
Income quintile 4,HPIQ.SIQ4072,3,Private transport supplies and services,subgroup,1188,-2.6,15.2,2022,34775
Income quintile 4,HPIQ.SIQ407202,1,Petrol,class,1263,8.7,32.3,2022,34827
Income quintile 4,HPIQ.SIQ407202,2,Petrol,class,1343,6.3,32.6,2022,34828
Income quintile 4,HPIQ.SIQ407202,3,Petrol,class,1281,-4.6,18.7,2022,34829
Income quintile 4,HPIQ.SIQ4073,1,Passenger transport services,subgroup,1116,-7.5,8.9,2022,34881
Income quintile 4,HPIQ.SIQ4073,2,Passenger transport services,subgroup,1014,-9.1,1.5,2022,34882
Income quintile 4,HPIQ.SIQ4073,3,Passenger transport services,subgroup,1204,18.7,2.1,2022,34883
Income quintile 4,HPIQ.SIQ408,1,Communication,group,788,0.3,-0.1,2022,34935
Income quintile 4,HPIQ.SIQ408,2,Communication,group,784,-0.5,1.3,2022,34936
Income quintile 4,HPIQ.SIQ408,3,Communication,group,795,1.4,3.7,2022,34937
Income quintile 4,HPIQ.SIQ4081,1,Postal services,subgroup,1227,1.7,2.3,2022,34989
Income quintile 4,HPIQ.SIQ4081,2,Postal services,subgroup,1283,4.6,7.7,2022,34990
Income quintile 4,HPIQ.SIQ4081,3,Postal services,subgroup,1338,4.3,11.1,2022,34991
Income quintile 4,HPIQ.SIQ4082,1,Telecommunication equipment,subgroup,324,-4.1,-4.1,2022,35043
Income quintile 4,HPIQ.SIQ4082,2,Telecommunication equipment,subgroup,348,7.4,16.8,2022,35044
Income quintile 4,HPIQ.SIQ4082,3,Telecommunication equipment,subgroup,287,-17.5,-1,2022,35045
Income quintile 4,HPIQ.SIQ4083,1,Telecommunication services,subgroup,842,0.5,0,2022,35097
Income quintile 4,HPIQ.SIQ4083,2,Telecommunication services,subgroup,831,-1.3,0,2022,35098
Income quintile 4,HPIQ.SIQ4083,3,Telecommunication services,subgroup,853,2.6,3.6,2022,35099
Income quintile 4,HPIQ.SIQ409,1,Recreation and culture,group,1072,-0.5,3.1,2022,35151
Income quintile 4,HPIQ.SIQ409,2,Recreation and culture,group,1079,0.7,4.1,2022,35152
Income quintile 4,HPIQ.SIQ409,3,Recreation and culture,group,1093,1.3,3.5,2022,35153
Income quintile 4,HPIQ.SIQ4091,1,Audio-visual and computing equipment,subgroup,460,-5.7,-8,2022,35205
Income quintile 4,HPIQ.SIQ4091,2,Audio-visual and computing equipment,subgroup,427,-7.2,-7.4,2022,35206
Income quintile 4,HPIQ.SIQ4091,3,Audio-visual and computing equipment,subgroup,449,5.2,-4.3,2022,35207
Income quintile 4,HPIQ.SIQ4092,1,Major recreational and cultural equipment,subgroup,1292,0.9,10.3,2022,35259
Income quintile 4,HPIQ.SIQ4092,2,Major recreational and cultural equipment,subgroup,1352,4.6,13.4,2022,35260
Income quintile 4,HPIQ.SIQ4092,3,Major recreational and cultural equipment,subgroup,1352,0,10.3,2022,35261
Income quintile 4,HPIQ.SIQ4093,1,Other recreational equipment and supplies,subgroup,1146,0.2,9,2022,35313
Income quintile 4,HPIQ.SIQ4093,2,Other recreational equipment and supplies,subgroup,1169,2,7.4,2022,35314
Income quintile 4,HPIQ.SIQ4093,3,Other recreational equipment and supplies,subgroup,1205,3.1,7.2,2022,35315
Income quintile 4,HPIQ.SIQ4094,1,Recreational and cultural services,subgroup,1109,0,0.5,2022,35367
Income quintile 4,HPIQ.SIQ4094,2,Recreational and cultural services,subgroup,1122,1.2,2.7,2022,35368
Income quintile 4,HPIQ.SIQ4094,3,Recreational and cultural services,subgroup,1098,-2.1,-0.3,2022,35369
Income quintile 4,HPIQ.SIQ4095,1,"Newspapers, books and stationery",subgroup,1266,-1.9,3.6,2022,35421
Income quintile 4,HPIQ.SIQ4095,2,"Newspapers, books and stationery",subgroup,1322,4.4,6.4,2022,35422
Income quintile 4,HPIQ.SIQ4095,3,"Newspapers, books and stationery",subgroup,1314,-0.6,6,2022,35423
Income quintile 4,HPIQ.SIQ4096,1,Accommodation services,subgroup,1517,2.6,8.1,2022,35475
Income quintile 4,HPIQ.SIQ4096,2,Accommodation services,subgroup,1504,-0.9,7,2022,35476
Income quintile 4,HPIQ.SIQ4096,3,Accommodation services,subgroup,1583,5.3,10.2,2022,35477
Income quintile 4,HPIQ.SIQ410,1,Education,group,1118,1.2,2.2,2022,35529
Income quintile 4,HPIQ.SIQ410,2,Education,group,1118,0,2.2,2022,35530
Income quintile 4,HPIQ.SIQ410,3,Education,group,1140,2,3.2,2022,35531
Income quintile 4,HPIQ.SIQ4101,1,Early childhood education,subgroup,1221,0,2,2022,35583
Income quintile 4,HPIQ.SIQ4101,2,Early childhood education,subgroup,1221,0,2,2022,35584
Income quintile 4,HPIQ.SIQ4101,3,Early childhood education,subgroup,1270,4,4,2022,35585
Income quintile 4,HPIQ.SIQ4102,1,Primary and secondary education,subgroup,1242,3.7,3.7,2022,35637
Income quintile 4,HPIQ.SIQ4102,2,Primary and secondary education,subgroup,1242,0,3.7,2022,35638
Income quintile 4,HPIQ.SIQ4102,3,Primary and secondary education,subgroup,1242,0,3.7,2022,35639
Income quintile 4,HPIQ.SIQ4103,1,Tertiary and other post school education,subgroup,998,1.5,1.5,2022,35691
Income quintile 4,HPIQ.SIQ4103,2,Tertiary and other post school education,subgroup,998,0,1.5,2022,35692
Income quintile 4,HPIQ.SIQ4103,3,Tertiary and other post school education,subgroup,998,0,1.5,2022,35693
Income quintile 4,HPIQ.SIQ4104,1,Other educational fees,subgroup,1111,0.9,0.9,2022,35745
Income quintile 4,HPIQ.SIQ4104,2,Other educational fees,subgroup,1111,0,0.9,2022,35746
Income quintile 4,HPIQ.SIQ4104,3,Other educational fees,subgroup,1111,0,0.9,2022,35747
Income quintile 4,HPIQ.SIQ411,1,Miscellaneous goods and services,group,1247,0.9,4.4,2022,35799
Income quintile 4,HPIQ.SIQ411,2,Miscellaneous goods and services,group,1258,0.9,4.1,2022,35800
Income quintile 4,HPIQ.SIQ411,3,Miscellaneous goods and services,group,1270,1,3.8,2022,35801
Income quintile 4,HPIQ.SIQ4111,1,Personal care,subgroup,1084,1.8,6.7,2022,35853
Income quintile 4,HPIQ.SIQ4111,2,Personal care,subgroup,1103,1.8,7.6,2022,35854
Income quintile 4,HPIQ.SIQ4111,3,Personal care,subgroup,1114,1,6.8,2022,35855
Income quintile 4,HPIQ.SIQ4113,1,Personal effects,subgroup,1143,-1.6,0.6,2022,35907
Income quintile 4,HPIQ.SIQ4113,2,Personal effects,subgroup,1142,-0.1,0.2,2022,35908
Income quintile 4,HPIQ.SIQ4113,3,Personal effects,subgroup,1186,3.9,4,2022,35909
Income quintile 4,HPIQ.SIQ4114,1,Insurance,subgroup,1326,0.7,3.7,2022,35961
Income quintile 4,HPIQ.SIQ4114,2,Insurance,subgroup,1331,0.4,3.1,2022,35962
Income quintile 4,HPIQ.SIQ4114,3,Insurance,subgroup,1337,0.5,2.4,2022,35963
Income quintile 4,HPIQ.SIQ4115,1,Credit services,subgroup,768,0,-7,2022,36015
Income quintile 4,HPIQ.SIQ4115,2,Credit services,subgroup,736,-4.2,-10.9,2022,36016
Income quintile 4,HPIQ.SIQ4115,3,Credit services,subgroup,786,6.8,-4.6,2022,36017
Income quintile 4,HPIQ.SIQ4116,1,Other miscellaneous services,subgroup,1258,1.1,4.7,2022,36069
Income quintile 4,HPIQ.SIQ4116,2,Other miscellaneous services,subgroup,1290,2.5,5,2022,36070
Income quintile 4,HPIQ.SIQ4116,3,Other miscellaneous services,subgroup,1300,0.8,5.2,2022,36071
Income quintile 4,HPIQ.SIQ413,1,Interest payments,group,1166,12.8,20.8,2022,36123
Income quintile 4,HPIQ.SIQ413,2,Interest payments,group,1288,10.5,31.7,2022,36124
Income quintile 4,HPIQ.SIQ413,3,Interest payments,group,1360,5.6,39.5,2022,36125
Income quintile 4,HPIQ.SIQ4131,1,Interest payments,subgroup,1166,12.8,20.8,2022,36177
Income quintile 4,HPIQ.SIQ4131,2,Interest payments,subgroup,1288,10.5,31.7,2022,36178
Income quintile 4,HPIQ.SIQ4131,3,Interest payments,subgroup,1360,5.6,39.5,2022,36179
Income quintile 4,HPIQ.SIQ4A,1,All groups,All groups,1162,2.5,6.9,2022,36231
Income quintile 4,HPIQ.SIQ4A,2,All groups,All groups,1185,2,7.7,2022,36232
Income quintile 4,HPIQ.SIQ4A,3,All groups,All groups,1211,2.2,8.1,2022,36233
Income quintile 5 (high),HPIQ.SIQ501,1,Food,group,1158,2.9,6.6,2022,36285
Income quintile 5 (high),HPIQ.SIQ501,2,Food,group,1174,1.4,6.4,2022,36286
Income quintile 5 (high),HPIQ.SIQ501,3,Food,group,1223,4.2,7.8,2022,36287
Income quintile 5 (high),HPIQ.SIQ5011,1,Fruit and vegetables,subgroup,1253,8.7,16.9,2022,36339
Income quintile 5 (high),HPIQ.SIQ5011,2,Fruit and vegetables,subgroup,1246,-0.6,8.1,2022,36340
Income quintile 5 (high),HPIQ.SIQ5011,3,Fruit and vegetables,subgroup,1468,17.8,13.7,2022,36341
Income quintile 5 (high),HPIQ.SIQ5012,1,"Meat, poultry and fish",subgroup,1133,3.2,7.1,2022,36393
Income quintile 5 (high),HPIQ.SIQ5012,2,"Meat, poultry and fish",subgroup,1133,0,7.1,2022,36394
Income quintile 5 (high),HPIQ.SIQ5012,3,"Meat, poultry and fish",subgroup,1166,2.9,7.1,2022,36395
Income quintile 5 (high),HPIQ.SIQ5013,1,Grocery food,subgroup,1081,2.4,5.3,2022,36447
Income quintile 5 (high),HPIQ.SIQ5013,2,Grocery food,subgroup,1101,1.9,6.9,2022,36448
Income quintile 5 (high),HPIQ.SIQ5013,3,Grocery food,subgroup,1125,2.2,7.8,2022,36449
Income quintile 5 (high),HPIQ.SIQ5014,1,Non-alcoholic beverages,subgroup,1070,2.4,2.3,2022,36501
Income quintile 5 (high),HPIQ.SIQ5014,2,Non-alcoholic beverages,subgroup,1077,0.7,3.5,2022,36502
Income quintile 5 (high),HPIQ.SIQ5014,3,Non-alcoholic beverages,subgroup,1095,1.7,4.6,2022,36503
Income quintile 5 (high),HPIQ.SIQ5015,1,Restaurant meals and ready-to-eat food,subgroup,1246,1.1,5.1,2022,36555
Income quintile 5 (high),HPIQ.SIQ5015,2,Restaurant meals and ready-to-eat food,subgroup,1278,2.6,5.7,2022,36556
Income quintile 5 (high),HPIQ.SIQ5015,3,Restaurant meals and ready-to-eat food,subgroup,1301,1.8,6.6,2022,36557
Income quintile 5 (high),HPIQ.SIQ502,1,Alcoholic beverages and tobacco,group,1263,2.3,2.8,2022,36609
Income quintile 5 (high),HPIQ.SIQ502,2,Alcoholic beverages and tobacco,group,1278,1.2,3.7,2022,36610
Income quintile 5 (high),HPIQ.SIQ502,3,Alcoholic beverages and tobacco,group,1301,1.8,4.9,2022,36611
Income quintile 5 (high),HPIQ.SIQ5021,1,Alcoholic beverages,subgroup,1088,1.4,2.3,2022,36663
Income quintile 5 (high),HPIQ.SIQ5021,2,Alcoholic beverages,subgroup,1107,1.7,3.5,2022,36664
Income quintile 5 (high),HPIQ.SIQ5021,3,Alcoholic beverages,subgroup,1135,2.5,5.2,2022,36665
Income quintile 5 (high),HPIQ.SIQ5022,1,Cigarettes and tobacco,subgroup,1942,4.2,3.9,2022,36717
